"UNITID","CIPCODE","EFNRALM","EFNRALW","EFBKAAM","EFBKAAW","EFAIANM","EFAIANW","DVEFAIM","DVEFAIW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW"
195526,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
195526,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA
195526,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,11,1,NA
195526,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195526,52,3,NA,5,4,2,NA,9,6,1,4,56,26,5,5
195544,13,0,0,0,11,0,0,0,1,1,16,5,96,0,0
195544,26,0,0,0,2,0,0,1,0,0,1,2,2,0,0
195544,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195544,40,0,0,1,0,0,0,0,0,0,1,1,0,0,0
195544,52,3,1,14,56,0,0,1,1,10,8,40,25,0,0
195562,13,0,0,1,9,2,0,0,6,7,31,166,975,2,6
195562,26,0,0,0,2,0,0,0,2,1,3,12,26,1,1
195562,27,0,0,0,1,1,0,2,1,4,2,51,48,3,0
195562,52,0,0,13,31,0,0,2,15,16,31,228,400,6,14
195720,13,0,0,1,9,0,2,0,2,1,4,50,270,1,10
195720,26,0,0,1,4,0,0,3,3,0,2,34,57,1,3
195720,27,0,0,0,0,0,1,0,0,1,0,17,19,1,0
195720,40,0,1,0,0,0,0,0,0,1,0,21,16,0,0
195720,52,0,0,10,11,2,1,3,5,5,8,239,230,7,11
195809,13,NA,NA,9,56,NA,NA,NA,29,6,99,NA,425,16,40
195809,26,NA,22,27,79,NA,NA,37,90,NA,37,74,81,20,28
195809,27,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,14,NA,2
195809,40,5,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
195809,52,61,61,161,242,NA,NA,141,155,208,214,852,496,139,130
196006,14,0,0,0,0,0,0,0,0,1,0,26,4,0,0
196006,52,0,4,6,10,0,0,1,6,3,9,77,159,0,0
196015,14,0,0,0,0,0,0,0,0,0,0,24,2,0,0
196015,52,2,0,14,5,2,2,0,0,1,6,74,156,0,0
196024,13,0,0,1,1,0,0,0,0,0,1,30,10,2,2
196024,14,0,0,1,0,0,0,1,0,1,0,5,1,0,0
196024,52,3,6,15,19,0,0,7,2,10,10,97,61,10,5
196033,52,4,4,15,9,0,2,1,2,16,5,74,99,0,0
196042,27,0,0,3,1,0,0,1,1,1,0,12,8,4,0
196042,52,0,1,42,57,0,2,20,11,34,30,239,205,54,46
196051,14,1,0,0,0,0,0,0,0,0,0,10,0,2,0
196051,26,0,0,1,0,0,0,0,1,0,1,1,3,1,0
196051,52,4,2,35,22,1,2,1,8,16,13,96,144,14,10
196060,13,0,0,0,1,0,0,0,0,1,2,7,25,1,2
196060,26,1,3,6,17,1,0,15,19,5,9,102,150,21,30
196060,27,4,1,5,4,0,1,8,8,2,5,65,69,9,7
196060,40,4,1,3,1,0,0,3,1,4,2,82,37,12,4
196060,52,14,11,22,33,0,0,48,45,26,24,304,239,54,31
196079,14,16,1,18,4,4,1,98,23,7,2,253,28,68,10
196079,26,5,4,16,14,1,0,53,55,11,9,110,146,30,26
196079,27,2,3,5,1,0,0,18,11,2,3,28,18,10,5
196079,40,3,0,2,1,0,0,10,13,0,2,41,26,13,10
196079,52,37,40,11,17,0,1,113,165,16,22,347,238,126,125
196088,13,5,4,23,27,0,0,9,8,4,9,99,174,11,10
196088,14,167,31,90,29,4,0,138,35,42,7,1195,152,124,16
196088,26,10,11,5,7,1,1,28,19,4,4,100,108,11,16
196088,27,4,3,0,1,1,0,4,2,0,0,31,20,3,0
196088,40,7,5,3,4,0,0,15,12,3,4,92,63,5,5
196088,52,103,76,61,68,3,1,139,122,43,25,799,504,82,43
196097,14,55,13,34,9,2,0,204,41,23,4,153,20,93,11
196097,26,22,25,51,85,2,4,127,124,30,46,179,167,94,101
196097,27,13,10,19,18,0,0,76,51,9,13,65,45,53,16
196097,40,9,6,7,3,0,0,34,11,10,3,98,38,50,16
196097,52,35,22,32,41,1,0,130,142,31,36,153,103,87,54
196103,40,1,0,5,0,0,0,1,1,1,0,22,18,0,0
196112,27,0,0,1,0,0,0,0,0,0,1,2,8,1,0
196112,52,3,2,17,8,0,2,1,2,6,4,160,194,8,7
196121,13,2,0,15,1,0,1,2,1,11,1,530,253,43,26
196121,26,3,1,3,7,0,0,0,5,2,4,67,94,5,14
196121,27,0,1,2,1,0,1,1,2,1,1,54,81,6,6
196121,40,0,1,3,2,0,0,0,0,1,0,89,57,10,9
196121,52,5,8,21,34,0,2,9,11,9,6,404,398,42,32
196130,13,3,2,30,65,2,9,1,12,14,34,579,1224,80,167
196130,26,0,1,8,10,0,0,2,1,3,3,25,53,6,13
196130,27,1,0,5,5,0,0,0,0,1,0,18,26,5,3
196130,40,0,0,4,1,0,0,0,0,1,3,61,27,6,2
196130,52,1,3,1,10,0,1,0,0,4,6,32,49,4,8
196149,13,4,0,21,19,3,5,6,8,45,63,1035,1792,77,85
196149,26,0,2,1,2,0,0,3,2,0,3,41,58,7,10
196149,27,0,0,0,0,0,0,0,0,0,1,5,9,0,1
196149,40,0,0,1,1,0,0,0,0,0,0,22,14,2,1
196149,52,0,1,1,0,0,1,1,1,0,0,49,62,3,2
196158,13,0,1,3,8,1,7,3,15,6,14,441,1209,0,0
196158,26,0,1,0,0,1,1,0,2,1,1,52,61,0,0
196158,27,0,0,0,0,0,0,1,0,0,1,13,11,0,0
196158,40,0,0,0,0,0,0,2,0,0,1,27,13,0,0
196158,52,3,1,6,10,1,5,3,2,5,4,259,186,0,0
196167,13,1,1,1,16,0,4,3,41,6,20,363,1401,0,0
196167,26,1,7,2,3,0,0,8,14,3,5,149,262,0,0
196167,27,0,0,1,1,0,0,2,4,0,1,31,34,0,0
196167,40,4,1,0,0,0,0,1,2,2,0,82,67,0,0
196167,52,12,11,2,3,1,0,24,16,7,6,300,222,0,0
196176,13,0,1,3,16,1,1,3,3,10,29,145,454,11,45
196176,14,1,1,2,2,0,0,5,0,5,0,14,1,1,0
196176,26,3,3,5,9,0,0,4,14,3,5,29,35,6,13
196176,27,1,3,2,1,0,0,0,4,2,0,18,32,3,4
196176,40,0,1,1,5,0,0,1,0,1,1,18,24,3,3
196176,52,16,19,28,21,0,0,13,28,33,50,188,182,42,26
196185,13,0,1,2,12,0,2,0,13,5,25,288,1139,18,68
196185,26,0,1,1,12,1,0,0,2,4,6,41,78,7,9
196185,27,0,1,0,0,0,0,0,1,0,1,12,12,1,1
196185,40,2,0,2,0,0,0,1,2,3,0,69,37,6,4
196185,52,12,5,12,12,2,0,5,4,15,10,303,160,25,18
196194,13,3,0,9,18,2,2,5,8,10,20,727,1160,0,0
196194,26,1,0,5,13,1,0,2,5,7,12,90,214,0,0
196194,27,1,0,1,0,1,0,1,1,0,0,15,9,0,0
196194,40,1,1,3,2,1,0,3,1,3,2,115,69,0,0
196194,52,6,5,28,34,3,4,13,28,25,19,551,414,0,0
196200,13,1,2,5,5,0,3,1,6,5,5,209,530,30,54
196200,26,1,1,0,0,2,1,0,1,1,1,20,42,2,6
196200,27,0,1,1,0,1,1,0,0,0,0,42,48,4,5
196200,40,1,1,0,0,0,0,1,0,0,0,48,24,6,2
196200,52,7,1,8,3,2,2,1,0,2,0,76,62,23,3
196219,26,3,3,7,19,0,0,3,5,3,9,24,39,2,4
196219,27,3,0,2,1,0,0,7,3,8,1,14,6,2,2
196219,40,0,1,2,4,0,0,1,0,1,2,4,2,0,0
196237,13,1,1,5,42,0,0,3,12,9,47,50,183,11,53
196237,26,0,1,8,30,0,0,10,4,3,10,3,9,5,13
196237,27,0,0,1,4,0,0,3,2,2,1,6,4,3,1
196237,40,0,0,1,6,0,0,1,0,0,1,4,1,1,0
196237,52,4,4,59,84,0,0,27,32,34,53,104,124,51,57
196246,13,3,10,2,6,1,4,2,7,5,14,250,700,19,46
196246,26,4,13,1,6,0,1,1,3,1,5,42,65,5,4
196246,27,0,3,0,0,0,0,0,2,0,0,10,14,0,0
196246,40,3,7,2,2,0,0,0,0,1,2,27,11,4,4
196246,52,52,75,19,29,1,2,14,19,12,19,294,220,26,18
196264,13,0,1,5,21,0,1,0,1,4,16,14,130,1,5
196264,40,19,5,10,14,0,0,8,4,7,4,174,99,21,3
196264,52,85,70,197,209,7,7,39,28,203,83,1303,1034,361,88
196291,14,9,1,20,4,1,0,19,0,26,6,290,20,0,0
196291,40,1,1,7,1,0,0,1,2,5,8,31,19,0,0
196291,52,14,1,13,0,0,1,10,0,10,1,196,18,0,0
196413,13,NA,NA,NA,NA,2,NA,3,9,NA,NA,67,277,5,17
196413,14,NA,NA,27,NA,NA,NA,27,NA,23,NA,247,56,28,NA
196413,26,NA,NA,NA,29,NA,NA,6,NA,NA,8,51,110,9,12
196413,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA
196413,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,2
196413,52,NA,NA,15,23,NA,NA,NA,18,NA,NA,346,147,36,16
196592,13,NA,NA,9,6,NA,NA,3,2,6,8,41,35,NA,2
196592,26,0,0,0,0,0,0,0,0,0,0,18,19,0,0
196592,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
196592,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196592,52,0,0,133,91,9,5,28,40,62,54,746,345,0,0
196680,52,11,9,115,61,4,2,36,43,47,18,447,285,40,35
196866,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,57,NA,NA
196866,26,1,1,3,7,NA,NA,21,29,3,8,47,83,NA,2
196866,27,NA,1,NA,2,NA,NA,1,1,1,2,16,15,NA,NA
196866,40,NA,NA,NA,NA,NA,NA,1,1,1,NA,33,17,NA,NA
196866,52,NA,NA,2,NA,NA,NA,NA,NA,NA,1,10,1,NA,NA
197027,14,6,2,6,0,1,0,15,3,13,4,328,29,0,0
197027,40,2,1,11,1,3,1,16,4,16,5,384,54,0,0
197045,13,0,0,2,0,0,0,1,1,1,1,30,86,7,7
197045,26,1,0,3,12,1,1,2,3,1,2,36,64,8,14
197045,27,1,0,1,0,0,0,0,0,1,0,5,20,3,2
197045,40,0,0,0,0,0,0,0,0,0,0,7,5,2,0
197045,52,16,7,11,13,0,2,1,2,2,4,87,61,28,22
197133,26,1,NA,NA,2,NA,NA,3,5,1,2,10,30,NA,NA
197133,27,NA,2,NA,NA,NA,NA,1,NA,NA,NA,5,8,NA,NA
197133,40,2,1,1,1,NA,NA,2,NA,2,1,19,13,1,1
197197,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA
197197,26,NA,NA,NA,2,NA,NA,NA,3,NA,NA,14,17,NA,NA
197197,27,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,10,1,NA
197197,40,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,18,1,2
197197,52,NA,NA,NA,NA,NA,NA,NA,NA,10,7,150,NA,NA,NA
197221,14,0,0,1,0,0,0,2,0,0,0,51,13,0,0
197230,26,NA,1,NA,0,NA,0,NA,0,NA,0,NA,18,NA,0
197230,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
197230,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197230,52,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA
197708,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
197708,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA
197708,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
197708,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
197708,52,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,39,15
197869,13,0,1,24,34,1,3,6,12,9,11,612,1565,10,19
197869,26,0,2,6,15,1,1,3,4,3,1,231,214,7,5
197869,27,0,0,4,0,0,0,0,0,0,1,45,17,1,1
197869,40,2,2,5,5,3,0,0,0,2,0,152,107,2,1
197869,52,6,8,44,15,8,0,12,13,10,8,1281,665,24,5
197911,13,NA,0,2,31,0,0,0,2,0,2,12,149,0,1
197911,26,1,2,8,9,0,1,0,0,1,0,12,40,1,0
197911,27,0,0,2,0,0,0,0,0,0,0,4,2,0,0
197911,52,5,2,15,21,0,0,2,0,3,1,78,102,0,0
197948,13,NA,NA,30,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197948,26,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197948,27,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197948,52,NA,NA,95,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197984,13,1,0,5,11,0,0,0,0,0,2,19,82,0,1
197984,26,0,1,0,3,0,0,0,0,0,1,8,12,0,1
197984,52,3,4,5,13,1,0,0,1,5,1,81,80,2,1
197993,13,NA,0,NA,43,NA,0,NA,0,NA,0,NA,0,NA,2
197993,26,NA,1,NA,94,NA,0,NA,0,NA,0,NA,0,NA,1
197993,27,NA,0,NA,10,NA,0,NA,0,NA,0,NA,0,NA,0
197993,52,NA,NA,NA,32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
198066,26,0,1,0,0,0,0,0,0,0,0,7,13,0,0
198066,27,2,0,1,0,0,0,0,0,0,0,1,2,0,0
198066,52,2,2,6,3,0,0,0,1,2,0,30,12,0,0
198136,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA
198136,26,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,107,3,NA
198136,27,2,NA,NA,2,NA,NA,NA,NA,2,NA,9,11,NA,2
198136,52,30,15,149,161,6,4,NA,0,50,36,525,385,39,23
198215,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA
198215,26,NA,2,5,4,NA,NA,NA,NA,NA,1,25,23,NA,NA
198215,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
198215,40,NA,1,NA,1,NA,NA,NA,NA,NA,NA,6,4,NA,1
198215,52,NA,7,45,NA,NA,NA,NA,NA,6,4,NA,186,NA,NA
198303,13,NA,NA,2,16,NA,NA,NA,NA,NA,NA,5,47,2,NA
198303,27,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA
198303,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA
198419,14,38,14,18,11,2,3,131,52,19,4,445,139,50,8
198419,26,3,8,1,11,0,1,28,32,5,6,48,70,7,12
198419,27,0,1,0,1,0,0,1,1,1,1,14,18,2,2
198419,40,3,0,3,4,0,0,15,4,3,0,49,25,6,7
198464,13,0,0,39,136,2,3,3,12,4,18,217,1124,4,10
198464,26,0,3,14,17,1,2,7,7,1,5,58,89,2,2
198464,27,0,0,2,3,0,0,1,0,0,0,10,6,0,0
198464,40,0,1,4,9,0,1,1,1,1,1,47,26,0,0
198464,52,14,9,48,86,2,2,12,8,2,5,417,380,11,3
198507,13,0,0,47,133,0,0,0,0,0,2,19,94,0,0
198507,26,1,0,41,104,0,1,0,0,0,0,10,23,0,0
198507,27,0,0,9,10,0,0,0,1,0,0,1,3,0,0
198507,40,0,1,12,7,0,0,0,0,0,0,5,8,0,0
198507,52,1,0,116,194,0,0,0,1,2,3,26,50,0,0
198516,13,1,1,1,12,0,0,0,2,0,3,30,320,1,3
198516,14,0,0,5,1,0,0,0,0,0,0,33,6,3,0
198516,26,NA,2,NA,19,NA,0,NA,1,NA,1,NA,120,NA,3
198516,27,0,0,1,0,0,0,0,1,0,1,15,27,0,0
198516,40,0,0,0,0,0,0,0,0,0,0,15,14,1,0
198516,52,9,5,31,13,0,2,5,2,6,3,388,288,20,6
198543,13,0,1,69,168,0,4,0,2,3,14,19,70,0,0
198543,26,1,1,20,139,1,3,1,1,1,9,6,23,0,1
198543,27,2,0,18,14,0,0,0,0,1,0,1,5,0,0
198543,40,0,1,6,14,1,0,0,0,1,0,3,5,0,0
198543,52,5,2,195,296,1,3,4,9,8,12,38,48,0,0
198598,13,NA,NA,10,23,NA,NA,NA,2,NA,NA,82,198,NA,NA
198598,26,NA,NA,5,12,NA,NA,NA,NA,NA,NA,17,45,NA,NA
198598,27,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
198598,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198598,52,3,NA,22,17,NA,NA,NA,NA,3,2,108,61,NA,NA
198613,13,NA,NA,3,28,NA,NA,NA,NA,NA,3,27,81,4,NA
198613,26,NA,NA,3,23,NA,NA,NA,NA,NA,NA,18,76,NA,NA
198613,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
198613,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
198613,52,NA,NA,40,44,NA,NA,NA,4,NA,NA,90,115,NA,3
198695,13,0,1,1,24,0,0,0,1,0,9,8,121,0,2
198695,26,0,5,3,21,0,0,0,0,2,6,19,49,0,2
198695,27,0,0,0,0,0,0,0,0,0,0,2,3,0,0
198695,40,1,1,0,2,1,0,0,0,1,0,7,8,0,1
198695,52,16,14,38,163,4,2,3,4,9,10,227,295,3,12
198747,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198747,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
198756,13,NA,NA,11,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198756,14,NA,NA,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198756,26,NA,NA,17,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198756,27,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198756,40,NA,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198756,52,NA,NA,102,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198808,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,127,NA,NA
198808,26,NA,1,NA,1,NA,NA,NA,NA,NA,NA,13,5,NA,NA
198808,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
198808,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
198835,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,111,NA,NA
198835,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,29,NA,NA
198835,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA
198835,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA
198835,52,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,94,104,NA,3
198862,13,15,16,454,442,0,0,0,1,2,3,9,2,35,24
198862,14,15,16,454,442,0,NA,0,NA,2,NA,9,NA,35,NA
198862,26,NA,NA,454,442,NA,NA,NA,NA,NA,NA,9,NA,35,NA
198862,27,15,NA,454,442,0,NA,0,NA,2,NA,9,NA,35,NA
198862,52,NA,NA,454,442,NA,NA,NA,NA,NA,NA,9,NA,35,NA
198899,13,2,0,15,8,0,2,0,0,2,4,71,196,0,0
198899,26,1,2,3,1,1,0,1,0,0,1,24,61,0,0
198899,27,0,0,4,0,0,0,0,0,0,0,3,5,0,0
198899,40,0,0,0,0,0,0,0,0,0,0,6,1,0,0
198899,52,3,0,12,3,0,2,0,2,1,0,74,46,1,0
198950,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA
198950,26,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
198950,27,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,21,NA,NA
198950,40,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198950,52,NA,NA,NA,18,NA,NA,NA,NA,NA,11,NA,173,NA,6
198969,13,NA,NA,3,17,NA,NA,NA,NA,NA,NA,20,70,NA,NA
198969,26,NA,6,11,21,NA,NA,NA,NA,3,NA,28,59,NA,NA
198969,27,NA,1,4,NA,NA,NA,NA,1,NA,NA,7,3,NA,NA
198969,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198969,52,7,NA,45,37,NA,NA,NA,6,6,15,372,117,NA,NA
199032,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA
199032,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,3,NA,NA
199032,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
199032,52,1,0,28,107,15,56,1,4,1,4,168,242,1,16
199069,13,0,0,2,16,0,0,0,0,0,0,20,24,1,0
199069,26,0,0,3,2,0,0,0,0,0,0,4,13,2,0
199069,52,0,0,64,119,8,4,3,2,5,8,284,306,19,32
199102,13,0,2,154,363,1,1,1,3,1,1,16,28,0,0
199102,14,20,6,671,300,9,1,13,2,6,3,76,12,5,4
199102,26,1,2,49,144,1,2,1,0,1,1,1,2,1,1
199102,27,0,1,17,28,0,0,2,0,0,0,2,0,1,0
199102,40,0,0,21,36,0,0,1,0,0,0,6,0,1,0
199102,52,4,1,503,628,2,3,4,9,3,3,15,9,0,1
199111,26,0,0,0,1,0,1,0,2,0,2,16,40,1,0
199111,27,0,0,0,0,0,0,0,0,0,0,15,22,0,0
199111,40,3,1,1,0,0,0,0,0,0,0,27,24,1,1
199111,52,0,0,3,3,1,0,3,4,1,4,68,79,1,2
199120,13,0,0,1,11,0,0,0,4,0,3,7,152,0,1
199120,26,2,4,14,51,2,4,35,44,3,8,214,309,2,4
199120,27,2,0,12,12,0,1,17,7,2,1,86,45,2,0
199120,40,1,2,7,15,2,0,27,17,3,1,126,84,0,2
199120,52,16,4,20,21,1,1,36,34,4,4,408,260,1,1
199139,13,0,0,16,118,0,3,2,14,1,11,118,808,0,0
199139,14,52,5,49,12,4,1,57,9,17,6,638,76,0,0
199139,26,2,12,31,113,0,2,20,38,10,4,121,287,0,0
199139,27,1,0,9,11,1,0,2,2,1,0,38,38,0,0
199139,40,1,2,10,19,0,0,6,7,0,4,84,57,0,0
199139,52,90,60,178,359,9,3,92,120,34,39,1239,961,0,0
199148,13,0,4,39,155,0,3,2,11,3,17,211,852,5,15
199148,26,3,2,24,129,0,2,11,11,2,8,99,209,6,6
199148,27,0,1,5,4,1,0,2,3,0,0,12,16,0,1
199148,40,1,1,4,9,0,2,1,2,0,4,42,32,1,5
199148,52,36,24,159,359,0,4,47,67,23,17,692,623,25,21
199157,13,0,2,79,163,0,0,1,5,0,1,16,36,1,6
199157,26,4,1,48,141,1,1,1,0,1,1,4,2,1,1
199157,27,0,0,13,20,0,0,2,1,0,0,4,1,0,0
199157,40,2,2,14,26,0,0,1,0,0,0,3,2,0,2
199157,52,4,12,330,435,3,1,2,5,3,1,14,13,7,4
199193,13,0,1,22,47,3,4,1,7,4,4,200,326,0,0
199193,14,65,12,284,152,31,13,265,100,79,34,3381,934,0,0
199193,26,2,7,60,178,7,9,40,57,16,23,482,936,0,0
199193,27,0,2,14,11,1,1,10,5,2,2,125,80,0,0
199193,40,1,2,22,23,1,1,9,6,7,3,242,164,0,0
199193,52,21,18,103,117,8,4,58,58,15,14,1050,732,0,0
199209,13,NA,0,5,32,0,2,0,0,0,0,10,51,0,0
199209,26,0,0,15,13,0,0,0,1,0,0,5,19,0,0
199209,27,0,0,1,1,0,0,0,0,0,0,4,6,0,0
199209,40,0,0,1,6,0,0,0,0,0,0,0,2,0,0
199209,52,0,0,42,106,1,2,1,0,2,3,155,167,0,0
199218,13,0,0,1,22,0,1,1,1,3,8,93,426,0,1
199218,26,1,3,2,9,2,0,4,5,3,5,107,234,1,0
199218,27,0,0,2,1,0,1,0,0,1,0,25,21,0,0
199218,40,0,0,2,3,0,0,0,1,2,0,94,79,0,0
199218,52,8,6,13,17,1,0,7,8,3,5,430,372,0,1
199272,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199272,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA
199281,13,0,2,11,68,16,117,0,4,4,7,69,270,0,0
199281,26,1,0,12,21,19,39,2,2,2,2,35,76,0,0
199281,27,0,0,0,2,1,2,0,0,0,0,3,2,0,0
199281,40,0,0,1,4,12,16,4,3,0,2,18,11,0,0
199281,52,2,3,42,84,21,64,4,6,7,4,97,126,0,0
199306,13,NA,NA,7,13,NA,NA,NA,NA,NA,NA,33,138,NA,NA
199306,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0
199306,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
199306,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
199306,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
199306,52,8,NA,33,49,NA,NA,NA,NA,3,2,108,93,0,0
199412,13,0,1,0,7,0,1,0,0,0,2,0,26,0,1
199412,26,0,2,0,4,0,0,1,0,1,1,9,35,0,0
199412,27,0,0,1,0,0,0,0,0,0,0,0,4,0,0
199412,52,6,9,5,22,0,1,1,1,1,2,46,72,0,1
199582,13,NA,NA,43,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199582,26,3,6,8,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199582,27,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199582,40,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199582,52,NA,NA,143,178,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
199607,26,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,20,NA,NA
199607,27,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
199607,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
199607,52,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,34,NA,NA
199643,13,NA,NA,36,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
199643,26,NA,5,7,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
199643,27,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199643,40,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199643,52,NA,NA,190,336,NA,NA,NA,NA,NA,NA,NA,22,33,30
199698,13,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,9,32,NA,NA
199698,26,NA,1,NA,2,NA,NA,NA,2,1,1,3,7,NA,NA
199698,27,NA,NA,NA,NA,NA,NA,1,2,NA,NA,5,1,NA,NA
199698,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,72,NA,NA
199847,13,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,10,24,NA,NA
199847,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,73,NA,NA
199847,27,NA,NA,NA,NA,NA,NA,2,1,NA,NA,18,25,NA,NA
199847,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA
199847,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,124,NA,NA
199865,13,NA,1,NA,NA,NA,NA,1,1,NA,1,11,37,NA,NA
199865,26,NA,NA,NA,1,NA,NA,1,NA,NA,NA,21,30,NA,1
