"UNITID","CIPCODE","EFAIANM","EFAIANW","EFBKAAM","EFBKAAW","EFHISPM","EFHISPW","EFWHITM","EFWHITW","EFUNKNM","EFUNKNW","EFNRALM","EFNRALW","DVEFAIM","DVEFAIW"
196088,27,1,0,16,11,21,6,116,53,13,7,47,20,41,20
196088,40,0,1,8,17,26,19,201,100,16,10,22,16,35,28
196088,52,4,1,99,62,110,49,1111,386,99,57,410,346,300,217
196097,13,1,0,1,3,13,16,29,38,1,2,1,1,2,4
196097,14,1,0,42,20,98,53,398,105,115,37,110,34,438,116
196097,26,2,1,81,161,159,228,463,588,88,130,68,85,506,673
196097,27,0,0,20,15,47,23,214,107,48,21,280,148,205,96
196097,40,0,1,25,10,59,26,265,114,30,14,88,42,114,73
196097,52,0,1,49,37,88,65,368,173,43,26,114,135,133,129
196103,14,1,0,0,3,5,6,117,82,6,1,21,17,3,4
196103,26,0,1,5,6,21,33,260,342,17,19,7,4,10,20
196103,40,0,0,1,0,3,2,14,19,2,0,0,1,1,2
196103,52,1,0,0,0,1,0,38,3,5,1,1,0,4,0
196112,14,0,0,18,8,34,3,238,38,1,0,15,2,35,14
196112,26,0,0,2,5,3,6,17,42,0,1,1,0,3,10
196112,27,0,0,0,0,2,1,8,5,0,0,2,0,0,0
196112,52,0,0,8,3,5,11,121,94,0,0,1,1,9,9
196121,13,0,0,26,23,17,12,196,142,11,8,3,1,3,5
196121,26,0,0,15,36,6,16,77,125,5,7,3,1,5,6
196121,27,0,0,6,2,1,3,40,38,1,2,0,0,0,0
196121,40,0,1,1,5,7,2,68,35,6,3,0,0,1,2
196121,52,1,2,55,30,40,23,461,246,22,25,14,5,20,11
196130,13,1,1,21,111,15,47,133,435,1,0,0,3,2,18
196130,26,1,1,54,137,17,48,54,66,0,0,3,2,11,13
196130,27,0,0,9,16,2,3,22,12,0,0,0,0,0,1
196130,40,0,0,9,13,9,5,34,31,0,1,4,0,2,3
196130,52,2,2,94,97,44,34,184,168,0,1,12,2,21,15
196149,13,2,5,28,36,71,134,544,1077,28,47,3,10,6,14
196149,26,0,1,5,24,16,42,87,154,4,10,1,0,3,6
196149,27,0,0,0,1,5,2,10,12,0,2,0,0,2,0
196149,40,0,0,3,1,6,3,43,21,0,0,0,0,1,0
196149,52,1,0,15,8,36,20,216,91,9,2,7,3,2,4
196158,13,1,4,8,17,22,34,171,475,2,6,1,2,1,7
196158,26,0,0,12,21,10,19,52,104,2,4,3,2,3,2
196158,27,0,0,1,0,2,0,11,12,0,1,0,0,0,0
196158,40,0,0,6,5,8,2,38,23,3,0,1,1,3,2
196158,52,0,3,27,12,26,18,249,151,7,3,19,2,10,13
196167,13,0,1,1,9,10,45,152,558,9,33,0,4,3,25
196167,26,0,0,7,22,35,43,219,477,7,15,2,5,26,67
196167,27,1,0,4,4,6,4,65,60,1,3,1,2,5,9
196167,40,0,0,2,2,11,12,150,102,1,5,5,1,14,4
196167,52,1,0,13,9,29,19,400,224,10,9,14,7,19,13
196176,13,0,0,6,7,13,82,94,347,4,16,0,4,3,15
196176,14,0,0,18,0,50,8,163,28,11,4,7,1,25,13
196176,26,0,0,2,8,14,16,36,77,6,6,3,0,16,21
196176,27,0,0,2,0,4,4,19,9,1,0,0,0,2,4
196176,40,0,0,2,1,11,8,45,45,3,0,0,0,2,1
196176,52,0,0,9,16,47,45,178,149,10,12,27,20,17,20
196185,13,0,0,2,13,12,75,144,668,3,8,0,0,0,13
196185,26,0,2,8,30,27,71,124,275,2,3,2,2,5,16
196185,27,1,0,0,3,3,3,22,13,0,0,1,0,1,0
196185,40,0,0,3,3,17,5,85,42,3,0,0,0,1,2
196185,52,1,1,14,7,57,23,358,161,6,4,2,4,6,6
196194,13,3,2,7,36,22,41,223,350,1,0,0,0,2,11
196194,14,0,0,19,4,19,1,94,11,0,0,7,0,11,0
196194,26,0,2,13,50,31,56,144,254,0,0,12,15,5,18
196194,27,0,1,4,2,2,2,22,16,0,0,4,1,0,2
196194,40,0,0,8,6,11,6,111,74,0,0,3,1,2,4
196194,52,2,3,77,62,117,54,798,348,0,0,41,22,33,18
196200,13,0,6,6,14,17,36,159,358,8,15,0,0,8,6
196200,26,0,4,17,35,13,29,62,87,6,7,0,1,5,4
196200,27,1,0,5,3,6,9,31,23,2,5,0,0,1,0
196200,40,0,0,2,0,6,7,46,19,0,1,0,0,2,1
196200,52,1,5,26,9,18,12,89,64,2,5,1,0,2,3
196219,26,0,1,9,11,19,28,30,34,0,0,1,1,7,10
196219,27,0,0,7,1,12,5,19,3,0,0,2,2,2,3
196219,40,0,0,0,2,1,2,3,1,0,0,0,1,0,0
196237,13,1,1,3,58,15,118,44,167,0,7,0,6,0,16
196237,52,5,2,130,134,174,134,206,97,7,4,11,11,62,59
196246,13,0,2,1,5,1,16,20,159,1,11,0,0,0,2
196246,26,2,1,20,37,20,31,63,122,6,15,10,33,2,6
196246,27,1,0,1,0,3,3,13,13,1,2,3,1,0,0
196246,40,0,0,4,3,4,2,40,19,3,2,8,0,1,0
196246,52,3,2,39,47,45,54,394,262,13,19,55,63,17,20
196264,13,0,0,15,78,7,83,27,288,2,9,0,1,1,7
196264,40,4,1,28,42,47,53,240,152,23,9,3,0,29,15
196264,52,7,8,210,304,298,213,1043,924,91,83,12,6,62,47
196291,14,0,0,29,4,73,13,347,39,18,2,9,3,37,5
196291,40,0,0,6,1,9,12,32,19,0,1,0,2,1,0
196291,52,0,0,21,1,31,7,129,7,4,0,3,1,7,0
196307,26,0,0,0,0,1,0,1,5,0,0,0,0,0,0
196413,13,0,3,8,8,5,21,36,188,0,5,1,16,3,13
196413,14,6,1,41,23,80,43,452,160,20,8,87,35,56,34
196413,26,1,3,17,35,24,45,133,270,4,9,17,14,27,39
196413,27,0,0,5,0,7,2,21,30,7,2,43,16,8,2
196413,40,1,0,5,8,5,8,55,46,3,1,13,8,3,8
196413,52,2,2,32,26,85,43,749,435,46,29,65,75,62,72
196592,13,0,0,7,48,0,39,3,74,2,40,0,2,0,10
196592,26,0,0,14,38,7,34,159,230,16,23,7,16,8,11
196592,27,0,0,0,0,0,0,31,13,1,1,3,0,0,0
196592,52,0,2,17,24,8,15,244,173,12,8,25,22,5,9
196653,52,0,0,0,0,0,1,2,8,0,0,0,0,0,0
196680,52,17,7,578,308,392,136,1535,530,117,26,29,10,83,37
196866,14,0,1,10,4,23,12,232,83,1,0,40,21,10,12
196866,26,0,0,1,5,5,12,47,158,0,1,4,6,25,24
196866,27,1,0,1,0,2,0,16,11,0,0,9,2,0,1
196866,40,0,0,1,0,3,4,35,33,0,0,5,2,4,1
196866,52,0,0,2,1,4,1,49,2,0,0,1,0,0,1
197027,14,5,2,7,2,32,5,335,61,13,4,1,2,37,8
197036,14,9,1,86,18,98,20,625,132,9,3,22,0,65,8
197036,26,0,0,7,5,7,5,44,27,0,1,0,0,15,9
197036,27,2,0,1,2,6,1,37,17,1,0,0,0,3,1
197036,40,1,1,5,3,5,3,34,11,2,0,0,0,2,2
197036,52,3,1,36,5,21,4,149,14,2,0,3,1,10,1
197045,13,1,0,1,2,1,6,24,90,0,1,0,0,0,0
197045,26,0,0,6,12,4,14,29,54,1,2,1,0,3,6
197045,27,0,0,0,0,0,1,5,7,0,0,0,0,0,1
197045,40,0,0,3,0,1,3,14,29,0,0,3,0,3,3
197045,52,1,0,29,7,15,5,90,45,1,0,7,3,1,2
197133,13,0,0,1,0,1,2,1,2,0,0,0,0,0,3
197133,26,0,0,1,6,7,15,36,79,0,0,4,4,18,22
197133,27,0,0,0,0,1,3,20,9,0,0,5,4,5,4
197133,40,0,0,0,1,6,3,19,15,1,0,2,4,5,4
197142,52,0,1,13,11,0,1,4,6,0,0,0,0,1,1
197197,13,0,0,0,0,0,3,2,28,0,0,0,0,0,0
197197,26,0,0,2,3,3,3,3,16,5,0,2,1,0,1
197197,27,1,0,0,1,0,1,1,5,0,0,0,0,0,0
197197,40,1,0,0,1,1,2,4,2,2,1,2,0,0,0
197197,52,2,0,16,3,11,3,67,18,1,1,15,3,2,1
197221,14,0,0,0,0,2,0,62,22,0,1,0,0,10,1
197230,13,0,0,0,0,0,2,0,15,0,1,0,0,0,1
197230,26,0,0,4,15,4,13,15,36,2,4,0,0,0,4
197230,27,0,0,0,0,1,0,4,1,0,0,0,1,0,0
197230,40,1,0,2,0,0,0,3,7,0,0,1,0,0,0
197230,52,0,0,9,4,4,4,29,6,1,1,1,2,0,1
197285,52,1,0,53,67,60,76,13,13,4,7,0,0,1,4
197674,13,0,0,0,0,0,0,183,0,0,0,11,0,0,0
197692,13,0,0,0,0,0,0,69,0,0,0,0,0,0,0
197708,13,0,0,0,0,0,0,0,26,0,0,0,0,0,0
197708,14,0,0,0,0,0,0,38,11,0,0,6,1,0,0
197708,26,0,0,0,0,0,0,113,201,0,1,7,17,0,0
197708,27,0,0,0,0,0,0,33,20,0,0,2,2,0,0
197708,40,0,0,0,0,0,0,26,21,0,0,0,1,0,0
197708,52,0,0,0,0,3,0,528,193,4,1,53,15,0,0
197869,13,0,3,12,21,17,58,349,1188,7,15,0,3,5,11
197869,26,2,0,10,34,35,42,268,405,0,2,0,2,13,16
197869,27,0,0,2,0,2,8,53,61,0,1,0,0,2,3
197869,40,1,2,7,9,35,19,279,199,1,1,0,0,6,5
197869,52,8,1,84,30,118,56,1900,783,26,10,18,8,31,30
197911,13,0,0,0,9,0,3,9,64,0,2,1,0,0,0
197911,26,0,0,6,18,4,9,17,40,0,4,3,0,0,1
197911,27,0,0,0,0,1,1,3,3,0,0,3,0,0,0
197911,40,0,0,0,0,2,1,1,3,0,0,0,0,0,0
197911,52,1,1,14,12,12,6,47,27,1,6,18,6,0,1
197984,13,1,2,3,13,0,3,9,62,1,22,0,0,0,1
197984,26,0,0,0,1,0,0,8,22,3,13,0,0,0,0
197984,27,0,0,2,0,0,0,6,3,5,1,0,0,1,0
197984,52,0,0,5,22,0,6,57,29,18,10,7,1,2,1
197993,13,0,0,0,32,0,0,0,0,0,2,0,0,0,0
197993,26,0,0,0,112,0,1,0,0,0,5,0,0,0,0
197993,27,0,0,0,5,0,0,0,0,0,1,0,0,0,0
197993,40,0,0,0,8,0,0,0,0,0,0,0,0,0,0
197993,52,0,0,0,44,0,2,0,0,0,4,0,0,0,0
198066,13,0,0,0,0,0,1,3,1,0,0,0,0,0,0
198066,26,0,0,0,0,0,0,3,10,0,0,0,0,0,0
198066,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0
198066,52,0,0,7,1,4,1,20,6,0,3,0,0,0,0
198136,13,0,1,7,19,5,13,24,147,4,10,0,0,1,3
198136,14,1,0,13,1,13,3,88,19,11,1,5,1,1,1
198136,26,0,1,13,36,10,28,68,142,10,16,0,2,5,9
198136,27,1,0,0,1,0,0,1,7,0,1,2,0,0,0
198136,40,0,0,3,1,1,0,4,5,0,0,0,0,0,0
198136,52,0,1,68,52,39,35,387,178,48,17,19,14,5,6
198215,13,0,1,6,23,0,1,17,40,0,2,0,0,0,0
198215,26,0,1,5,4,5,5,15,25,0,0,1,3,1,0
198215,27,0,0,0,0,0,0,5,4,0,0,1,1,0,0
198215,40,0,0,1,0,0,0,3,1,0,0,0,0,0,0
198215,52,0,0,18,31,8,10,72,55,1,0,5,3,1,2
198303,13,0,0,28,37,0,3,14,20,1,2,0,1,0,0
198303,26,1,0,34,79,1,6,11,19,4,9,1,1,1,0
198303,27,0,0,4,2,0,0,1,0,1,0,2,0,0,0
198303,52,5,0,87,34,8,2,34,11,10,6,8,6,0,1
198385,26,0,0,2,4,6,3,30,49,0,0,0,1,4,6
198385,27,0,0,2,0,1,1,18,6,0,1,4,0,4,1
198385,40,1,1,0,1,4,3,30,15,0,0,3,4,0,1
198419,14,8,1,35,30,78,40,335,192,42,17,82,58,203,122
198419,26,0,1,13,21,17,38,58,118,3,8,12,19,54,84
198419,27,0,0,0,1,6,0,30,16,3,1,22,19,19,6
198419,40,0,1,3,3,5,4,27,17,0,0,3,5,16,6
198464,13,3,2,30,97,12,59,176,1076,10,24,0,0,3,9
198464,14,2,0,29,12,20,10,321,70,9,3,7,0,17,5
198464,26,1,5,39,97,23,38,167,260,7,10,3,6,25,28
198464,27,0,0,0,1,3,0,18,14,0,1,0,1,1,1
198464,40,1,0,11,16,12,9,76,48,6,4,1,1,8,2
198464,52,4,2,68,81,41,41,610,542,23,17,4,8,24,26
198507,13,0,0,25,58,1,2,3,28,1,4,0,1,0,2
198507,26,0,0,30,112,2,8,10,19,2,7,0,0,0,3
198507,27,0,0,2,5,0,0,4,2,1,1,0,0,1,0
198507,40,0,0,2,8,0,1,1,3,0,0,0,0,0,0
198507,52,2,0,77,93,4,1,14,17,5,2,1,3,0,0
198516,13,0,1,4,5,1,21,14,213,0,0,0,2,0,3
198516,14,0,0,2,2,8,0,32,13,0,0,3,0,0,2
198516,26,0,1,7,8,6,20,58,170,0,0,0,2,1,5
198516,27,0,0,4,3,2,4,38,54,0,0,2,3,2,1
198516,40,0,0,0,1,0,0,18,8,0,0,0,1,0,1
198516,52,1,2,50,12,74,62,1076,639,4,1,37,46,24,34
198543,13,2,3,17,87,1,11,7,25,3,7,0,1,0,3
198543,26,1,6,25,95,8,18,6,18,3,8,0,0,1,4
198543,27,0,1,8,5,2,2,1,4,3,0,0,0,0,0
198543,40,0,1,8,17,4,2,3,2,2,1,0,0,0,2
198543,52,3,8,126,193,21,27,22,57,11,7,0,1,8,13
198561,13,0,1,5,20,0,0,8,87,1,21,0,0,0,0
198561,26,0,1,6,7,3,3,31,57,2,8,0,0,0,2
198561,27,0,0,0,0,0,0,2,5,1,1,0,0,0,0
198561,40,0,0,0,0,0,0,1,4,1,0,0,0,0,0
198561,52,1,1,25,21,10,11,101,98,16,24,0,0,1,6
198598,13,0,0,4,25,3,2,14,47,5,16,0,0,1,1
198598,26,0,1,5,7,0,2,7,11,0,3,0,0,1,0
198598,27,0,0,0,1,0,0,3,1,1,0,0,0,0,0
198598,40,0,0,0,0,1,0,2,1,0,0,0,0,0,0
198598,52,0,0,17,12,10,1,53,23,7,3,0,0,0,0
198613,13,0,1,0,9,0,1,6,33,0,1,0,0,0,1
198613,26,0,0,10,21,6,10,36,48,0,0,0,0,1,6
198613,27,0,0,1,1,1,0,5,4,0,0,1,0,0,0
198613,40,0,0,2,4,1,4,15,13,0,0,0,0,0,0
198613,52,1,0,34,29,11,10,74,46,1,2,2,1,1,1
198677,13,0,0,3,7,0,1,11,9,0,0,0,0,0,1
198695,13,0,0,0,7,5,8,7,152,0,5,0,3,1,2
198695,26,1,1,3,30,3,20,79,205,5,8,2,1,2,5
198695,27,0,0,0,2,0,0,21,15,0,0,0,0,0,0
198695,40,0,0,2,3,2,0,27,14,1,0,2,1,1,0
198695,52,3,5,31,22,61,32,704,545,21,12,33,14,14,10
198756,14,0,0,25,2,1,2,0,0,2,0,0,0,0,1
198756,26,0,1,33,100,1,7,0,2,1,10,1,1,0,1
198756,27,0,0,0,2,1,0,0,0,0,0,0,0,0,0
198756,40,0,0,1,10,0,0,0,1,0,0,0,0,0,0
198756,52,1,2,98,147,1,4,0,2,7,19,1,4,0,0
198808,13,0,1,2,5,0,5,7,80,1,5,0,0,0,1
198808,26,2,1,4,6,7,7,41,120,4,15,3,1,0,3
198808,52,0,0,7,4,8,2,44,21,3,2,12,2,0,1
198835,13,0,1,3,7,2,6,13,74,1,2,0,0,0,0
198835,26,0,0,4,6,2,6,20,25,0,2,0,1,0,2
198835,27,0,0,1,1,0,0,3,7,0,0,2,0,0,0
198835,40,0,0,5,1,2,0,15,14,3,0,2,0,0,0
198835,52,1,0,21,6,9,21,118,51,6,4,21,8,3,6
198862,13,0,0,14,16,0,0,0,2,2,2,0,0,1,0
198862,26,0,0,23,67,0,0,0,2,2,11,0,0,0,0
198862,27,10,0,1,7,0,0,0,0,0,0,0,0,0,0
198862,52,0,0,102,61,0,0,3,0,18,19,0,0,0,0
198899,13,0,1,2,5,2,3,23,74,0,3,0,2,0,1
198899,26,0,1,4,11,3,4,18,59,0,4,2,1,1,1
198899,27,1,0,0,0,0,0,2,2,0,0,0,0,0,0
198899,40,0,0,1,0,0,1,7,6,0,0,1,0,0,1
198899,52,2,1,31,12,5,5,52,38,6,1,25,4,3,0
198950,13,0,0,0,1,0,4,0,18,0,1,0,1,0,1
198950,26,0,0,0,15,0,13,0,54,0,4,0,2,0,7
198950,27,0,0,0,4,0,5,0,18,0,2,0,1,0,5
198950,40,0,0,0,1,0,2,0,12,0,0,0,0,0,0
198950,52,0,2,0,6,0,11,0,114,0,9,0,2,0,6
198969,13,0,0,3,5,2,5,12,15,2,5,0,2,0,0
198969,14,0,0,10,0,1,0,12,2,7,0,6,2,0,0
198969,26,1,4,6,10,1,16,19,32,5,11,5,7,0,0
198969,27,0,0,1,0,1,1,0,1,1,0,2,2,0,0
198969,40,1,0,1,4,1,1,5,4,0,1,3,1,0,0
198969,52,1,0,33,16,12,11,179,53,47,20,41,35,2,2
198978,52,4,5,81,188,1,6,30,68,1,5,0,0,0,4
199032,13,0,0,1,0,0,1,5,20,0,1,0,0,0,0
199032,26,0,0,7,10,7,2,39,48,6,4,1,1,0,2
199032,52,2,3,16,18,13,3,63,43,7,1,12,2,1,2
199069,13,0,3,6,139,3,19,42,197,5,4,1,4,0,1
199069,26,0,0,3,8,1,11,7,31,0,1,8,3,0,0
199069,27,0,0,0,1,1,1,6,1,0,0,1,1,1,1
199069,40,0,0,0,0,0,2,1,2,0,0,0,0,0,0
199069,52,3,4,88,141,31,38,203,233,15,14,40,9,1,5
199102,13,1,0,70,171,3,11,43,55,11,15,2,0,2,0
199102,14,7,1,666,355,50,12,125,25,23,9,64,3,29,5
199102,26,0,0,85,405,5,20,2,0,3,2,0,2,1,1
199102,27,0,0,24,43,2,1,3,2,0,0,1,0,1,0
199102,40,0,0,38,78,2,4,4,4,1,0,0,1,0,1
199102,52,0,0,507,599,11,31,11,5,8,11,4,3,5,6
199111,14,0,0,0,1,2,0,76,13,8,0,1,0,2,1
199111,26,0,1,2,4,4,7,32,84,0,1,0,0,0,3
199111,27,0,0,1,0,3,0,15,9,1,1,0,0,2,1
199111,40,0,0,0,0,6,4,44,45,1,3,0,1,1,2
199111,52,1,1,2,1,5,10,68,62,3,3,5,2,1,6
199120,13,0,2,0,15,1,8,4,133,0,4,0,0,1,7
199120,14,0,0,6,2,7,7,61,53,7,10,2,4,21,18
199120,26,1,2,18,56,55,82,257,474,27,46,14,18,81,163
199120,27,1,0,3,8,7,5,101,58,12,7,10,21,41,22
199120,40,2,0,11,10,13,14,142,114,14,6,11,5,36,33
199120,52,2,1,16,18,38,30,304,209,9,13,15,19,40,38
199139,13,0,1,7,64,4,56,34,471,2,17,0,1,4,9
199139,14,7,2,107,22,172,31,1366,177,55,11,120,21,146,27
199139,26,1,2,43,108,22,70,127,214,4,13,4,8,39,59
199139,27,1,0,33,21,20,14,133,76,3,4,4,7,11,11
199139,40,0,2,30,32,22,34,239,125,7,4,3,4,16,27
199139,52,3,3,98,114,106,81,739,427,21,15,56,24,72,84
199148,13,1,2,24,121,24,52,137,439,1,2,0,5,4,10
199148,26,1,2,95,339,41,125,133,319,3,6,8,10,57,83
199148,27,0,0,6,10,9,4,31,20,0,0,5,3,6,1
199148,40,2,1,17,49,12,14,64,27,1,1,2,3,6,11
199148,52,4,4,243,342,100,124,564,497,7,2,63,32,76,89
199157,13,0,1,15,212,1,2,10,34,1,6,0,0,0,4
199157,26,0,2,93,292,9,26,12,9,1,8,1,2,5,12
199157,27,0,0,14,8,1,1,3,0,0,1,0,1,0,1
199157,40,0,1,27,51,5,4,6,1,0,0,0,0,1,1
199157,52,2,1,327,347,20,23,35,9,5,5,2,2,1,3
199193,13,2,0,12,16,7,21,119,325,5,15,2,7,14,13
199193,14,14,3,125,106,232,96,3181,1466,207,118,277,74,334,190
199193,26,3,6,40,101,57,111,457,1036,19,79,13,30,80,169
199193,27,1,0,6,14,11,11,154,106,21,11,34,18,32,29
199193,40,2,0,14,18,20,18,270,172,7,10,11,3,23,23
199193,52,8,3,87,66,95,67,1315,782,73,42,91,72,116,127
199209,13,0,2,6,21,0,3,6,29,4,6,0,0,0,0
199209,26,0,0,8,10,0,3,4,11,4,7,2,0,1,0
199209,27,0,0,4,2,0,0,1,5,1,1,1,0,0,0
199209,40,0,0,0,0,0,0,1,4,1,0,1,0,0,0
199209,52,2,4,124,235,19,10,105,152,42,47,63,19,2,3
199218,13,0,3,2,10,0,18,21,255,0,11,0,1,0,5
199218,26,0,0,8,12,17,30,133,354,7,9,0,1,8,7
199218,27,0,0,7,2,5,4,34,44,1,1,1,1,1,4
199218,40,4,0,7,3,8,10,126,83,3,8,0,3,4,9
199218,52,2,2,27,10,53,27,583,361,28,22,16,20,10,15
199272,13,0,0,2,16,2,2,2,22,0,3,0,0,0,0
199272,26,0,0,2,9,2,2,5,9,1,3,0,1,1,1
199272,52,1,1,20,18,7,2,36,24,9,7,0,0,1,1
199281,13,9,73,36,105,10,12,61,207,2,7,0,1,1,2
199281,26,55,106,55,142,15,27,62,121,2,11,0,3,6,7
199281,27,1,3,3,2,1,1,4,1,0,0,1,0,0,0
199281,40,23,19,20,30,10,7,38,36,3,3,2,1,5,3
199281,52,37,60,154,139,23,43,200,204,8,12,10,17,6,6
199306,13,0,0,0,12,1,2,3,50,0,2,0,0,0,1
199306,26,0,0,7,32,3,17,19,78,0,0,1,0,0,2
199306,27,0,0,0,0,0,0,1,2,0,0,0,0,0,0
199306,40,0,0,1,0,0,0,2,1,0,0,0,0,0,0
199306,52,0,0,22,11,11,5,53,33,0,0,4,0,1,1
199412,13,0,0,0,1,0,2,2,25,0,1,0,0,0,3
199412,26,0,2,10,16,8,11,41,96,2,6,9,13,3,2
199412,27,0,0,1,0,6,0,2,3,0,1,2,1,0,0
199412,40,0,0,2,3,0,3,2,5,0,0,2,1,0,0
199412,52,0,3,19,10,20,13,122,50,10,6,43,20,3,7
199458,13,0,0,1,0,0,0,4,12,0,0,0,0,0,0
199458,26,0,1,0,1,0,1,0,4,0,0,0,0,0,0
199458,52,0,0,28,6,0,1,5,8,0,0,2,0,0,0
199582,13,0,0,4,18,0,0,0,0,0,0,0,0,0,0
199582,14,0,0,13,6,0,0,0,0,0,1,1,0,0,0
199582,26,0,0,7,26,0,0,0,1,0,1,0,8,0,0
199582,40,0,0,2,2,0,0,0,0,0,0,0,0,0,0
199582,52,0,0,69,41,0,1,1,0,3,0,1,5,0,0
199607,13,0,0,0,6,0,1,0,14,0,1,0,0,0,0
199607,26,0,0,0,8,1,9,1,29,0,0,0,0,0,2
199607,27,0,0,0,3,0,2,0,9,0,0,0,0,0,1
199607,40,0,0,1,2,0,0,0,2,0,0,0,0,0,0
199607,52,0,1,0,8,1,11,5,34,1,2,0,0,0,2
199643,13,0,0,7,41,1,3,0,1,3,11,0,0,1,7
199643,26,0,0,13,35,0,4,0,0,3,4,6,6,5,6
199643,27,0,0,0,0,0,0,0,0,0,0,0,0,2,2
199643,40,0,0,1,4,0,0,0,1,1,2,0,0,0,0
199643,52,0,0,70,74,4,2,0,1,5,13,8,8,9,5
199698,13,2,0,7,4,0,2,9,39,2,15,2,0,0,0
199698,26,0,0,0,1,1,0,3,13,0,0,3,0,0,0
199698,52,0,1,5,2,4,0,11,24,2,52,19,5,0,1
199759,13,0,1,0,0,0,1,0,9,0,0,0,0,1,0
199847,13,0,0,0,1,0,0,0,16,0,0,0,0,0,0
199847,26,0,0,8,12,5,6,64,98,0,0,1,12,14,8
199847,27,0,0,1,4,2,1,27,16,0,0,28,19,2,1
199847,40,0,0,0,1,4,2,39,16,0,0,2,4,4,1
199847,52,0,0,5,6,17,14,248,172,0,0,21,40,13,5
199865,26,0,3,0,3,1,5,18,37,2,1,3,2,0,1
199865,40,0,0,0,3,0,0,1,1,0,0,1,1,0,0
199962,13,0,0,11,16,2,6,28,109,4,10,1,1,3,1
199962,26,2,1,23,57,6,13,66,212,14,22,3,5,4,12
199962,27,0,0,2,2,0,1,8,8,1,0,1,3,0,0
199962,40,0,0,7,12,1,2,36,58,6,9,1,1,8,2
199962,52,0,1,41,23,12,13,148,87,16,6,38,16,3,1
199999,13,0,0,25,75,0,5,7,11,0,3,0,0,0,0
199999,26,0,0,19,104,2,0,1,5,0,0,0,1,0,0
199999,27,0,0,2,2,0,0,1,0,0,0,0,0,0,0
199999,40,0,0,4,11,0,0,1,0,0,0,0,0,0,0
199999,52,0,1,92,81,3,2,7,5,2,5,0,0,0,2
200004,13,0,7,5,35,7,27,79,540,1,4,0,1,0,4
200004,14,2,0,7,2,13,4,239,20,4,2,20,1,8,0
200004,26,3,3,10,17,17,31,97,236,2,2,0,2,4,4
200004,27,0,0,0,2,4,1,33,21,2,0,0,1,0,0
200004,40,0,1,1,3,11,6,76,65,0,0,2,1,2,3
200004,52,12,8,68,49,74,42,714,582,12,11,14,6,12,13
200013,13,0,2,0,0,0,4,1,20,0,5,0,0,0,1
200013,14,0,0,1,0,0,0,5,4,1,0,0,0,0,0
200013,52,0,2,2,2,1,1,20,47,0,7,0,0,0,2
200022,52,2,2,9,0,17,3,175,71,3,2,0,0,1,1
200059,13,1,0,4,0,3,7,64,87,1,1,0,0,0,0
200059,26,0,0,3,0,1,0,9,24,0,1,3,3,0,0
200059,27,0,0,0,0,0,0,1,2,0,1,0,0,0,0
200059,40,0,0,0,0,0,0,1,2,0,0,0,0,0,0
200059,52,2,4,4,5,5,8,85,154,1,3,6,5,0,1
200086,13,2,5,0,0,0,1,0,0,0,0,0,0,0,0
200086,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0
200086,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200086,52,11,20,0,0,0,3,0,0,0,0,0,0,0,0
200156,13,0,0,2,2,5,3,33,60,1,0,2,2,1,2
200156,14,0,0,1,0,8,1,20,2,0,0,6,0,0,0
200156,26,0,0,0,1,3,2,18,36,0,0,4,3,0,0
200156,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200156,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200156,52,0,0,9,0,7,2,85,31,0,0,19,3,1,1
200217,13,3,2,2,0,1,5,62,173,11,12,0,0,0,4
200217,14,0,0,2,1,5,0,55,2,6,2,0,0,1,0
200217,26,1,0,1,1,5,1,36,50,3,6,0,0,0,0
200217,27,0,0,0,0,1,0,8,5,0,1,0,0,0,0
200217,40,0,0,0,0,0,1,6,3,0,1,0,0,0,0
200217,52,3,7,12,4,7,4,183,120,34,31,1,1,5,2
200226,13,0,5,1,1,4,6,60,252,0,0,4,3,1,5
200226,26,0,0,3,2,5,0,18,17,0,1,3,3,0,0
200226,27,0,0,1,0,3,1,16,10,0,0,1,1,0,1
200226,40,0,0,0,0,0,2,1,2,0,0,0,0,0,0
200226,52,1,4,8,0,4,4,54,50,1,0,8,2,1,0
200253,13,0,16,4,4,6,20,95,287,3,3,16,18,1,0
200253,26,0,1,1,3,5,9,26,34,2,0,6,8,1,1
200253,27,0,0,0,0,1,0,4,1,0,0,0,0,1,0
200253,40,0,0,1,0,1,1,15,16,1,1,3,1,2,0
200253,52,10,5,24,11,12,13,176,150,6,4,49,23,8,6
200280,13,1,4,1,0,3,11,57,327,0,6,0,2,1,3
200280,14,4,0,57,16,66,19,1033,214,40,10,84,16,30,8
200280,26,1,6,4,5,5,12,182,277,2,3,8,2,5,10
200280,27,0,1,1,0,0,1,33,13,1,0,0,1,1,0
200280,40,1,0,0,0,2,2,94,53,3,0,1,3,2,0
200280,52,3,1,15,2,18,9,748,334,4,5,27,6,10,6
200332,13,0,0,4,0,2,3,146,188,1,3,0,3,1,0
200332,14,11,4,36,5,38,7,1602,220,34,0,35,9,19,5
200332,26,2,3,13,12,5,17,218,344,2,4,7,11,14,8
